,means,variances,residual_variances,highly_variable_rank,highly_variable_nbatches,highly_variable_intersection,highly_variable
MIR29B2CHG,0.720879555472529,2.6894524996562468,0.9855600609963174,17737.0,159,False,False
CD34,0.007170807613884329,0.015221766382346706,3.4086886936302916,1332.5,328,False,True
AL356275.1,0.00011029718632871344,0.00012022176404271908,0.5347612985656571,12224.0,97,False,False
LINC02767,0.003038140965766138,0.0032385762951324753,1.053445869375777,12406.5,178,False,True
PLXNA2,0.7631829979371445,3.7764347968679988,1.404230740370868,11479.0,329,False,True
AL590138.1,0.001082601662208408,0.001132107283929508,0.6012681157147437,11261.0,62,False,False
AL606753.2,0.011377999387900298,0.013992065770945722,0.7522304050988795,13695.0,68,False,False
LINC01735,0.0018397769413298463,0.0025220245734234913,0.4781189035145738,9540.0,25,False,False
LINC02769,0.0005847738212112419,0.0006798243596984113,0.3970227629960388,12762.5,34,False,False
LINC01717,0.0029611316690050997,0.0035426041254412077,0.9021130238674706,13828.5,130,False,False
LINC01774,0.00016942045287428504,0.00017833485329501453,0.1920518864486469,12777.0,15,False,False
AC092810.4,0.00017985397049997417,0.00019075206961975802,0.34063124151656055,13632.5,42,False,False
AC092810.3,0.006656584245189652,0.012760106523427898,0.9262645020496062,12238.0,119,False,False
LINC01696,3.974673381214898e-06,3.974659557933105e-06,0.012463116126355521,17842.0,1,False,False
LINC01698,0.00018134447301792976,0.00019919771638373694,0.5208425266060982,11733.0,85,False,False
MIR205HG,5.4651758991704856e-05,5.464879932833503e-05,0.2141736621673208,11998.0,35,False,False
AL023754.1,0.00045559693632175776,0.0005428324518378069,0.7337520936588752,11531.5,110,False,False
AL023754.2,1.4408191006904007e-05,1.4407990569317996e-05,0.06943902425605143,12729.0,12,False,False
CAMK1G,0.08327089783897008,0.13283491618649357,0.996710813874058,14142.0,114,False,False
LAMB3,0.009624174758439226,0.010708058659627897,1.2130357949203106,10935.0,201,False,True
HSD11B1-AS1,0.060688294189424986,0.08989469836176439,1.077730741602966,15856.5,238,False,True
G0S2,0.004308049111064298,0.00507846501324671,1.3946832999055603,9279.5,246,False,True
HSD11B1,0.0339894194194592,0.04818931966903485,2.224558519217249,3776.5,344,False,True
TRAF3IP3,0.01466753844502828,0.01780206659769072,2.7058894449849853,2264.5,340,False,True
C1orf74,0.0066630430894341255,0.006947554620301913,1.1167453490969248,13150.0,202,False,True
IRF6,0.0007030203543023852,0.0008992728958434543,1.2037768451696003,7114.0,200,False,True
UTP25,0.06124077378941385,0.0738849121528085,1.183571959627017,14580.0,317,False,True
SYT14,1.661454213749985,11.632440341445465,1.487413910434792,9742.0,344,False,True
AL022397.1,0.013523826179583693,0.01565022531509509,0.6926295381696022,14942.0,21,False,False
SERTAD4-AS1,0.009464194154845326,0.010225208367658632,1.5805826500389544,7469.0,307,False,True
SERTAD4,0.02581053526926425,0.031669787296633306,1.2850628799688093,11407.0,249,False,True
HHAT,0.2107704705615816,0.6438479605129293,1.518165556103374,8764.5,344,False,True
AL034351.4,0.0019605076452842486,0.002089816651620073,0.9533559835563086,10788.0,122,False,False
AL034351.3,0.0009703171391890872,0.0010359519176701534,0.8132357591823763,13806.0,109,False,False
KCNH1,3.124921997034894,66.58900819058456,2.944260828568549,2226.0,346,True,True
AC092017.4,0.0034236842837439834,0.004123431253567898,1.2134298929523377,9434.0,208,False,True
KCNH1-IT1,0.004792462429399864,0.005099395157457294,0.581033964916055,9589.0,31,False,False
RCOR3,0.9004468526548831,2.789754597669903,1.1662702257807622,15584.5,332,False,True
TRAF5,0.08204222693000203,0.17458481637612247,0.9869048924202354,17404.0,159,False,False
AL590101.1,0.007318367363161932,0.008060741211738704,0.8552438111166135,15702.5,94,False,False
LINC00467,0.04498535332859022,0.06423117415794652,2.141683328127065,3912.0,345,False,True
RD3,0.00028021447337565035,0.0003049778133805544,0.7422077122397505,9283.0,115,False,False
AC105275.1,9.936683453037246e-07,9.936678516150893e-07,0.004815499415111274,12327.0,1,False,False
SLC30A1,0.04671880775697257,0.06455960366034309,1.8842285533487533,4795.0,334,False,True
AC105275.2,1.9873366906074493e-05,2.086665066793115e-05,0.07162598044859461,16359.0,9,False,False
AL356310.1,0.00016693628201102574,0.00016790216605361302,0.4930381778888164,12520.0,68,False,False
LINC01693,0.0006652609571808437,0.0008774638468886983,1.3026301638520064,6537.0,219,False,True
NEK2,0.0034559785049663545,0.0037838711715898273,1.2908202426485722,6475.0,183,False,True
AC096637.2,0.0007710866359556904,0.0008221632237901315,1.0636585142908126,8487.0,167,False,True
AC096637.1,0.0009628646265993092,0.007436684151107928,1.2441353274076383,9103.0,209,False,True
LPGAT1,1.4443376803011212,5.881600347198689,3.864013850967862,988.0,346,True,True
LPGAT1-AS1,0.0017473657852166,0.0019191990803262724,1.0715277725407297,11280.0,165,False,True
INTS7,0.1989850671521068,0.3095761787239138,1.3290559290206923,11738.0,343,False,True
DTL,0.0023703958377220354,0.0034876240242585526,1.4735976575436847,7085.0,246,False,True
AL606468.1,0.0005534732683341746,0.0006108000031693426,0.8920052050124384,9867.0,130,False,False
LINC02608,0.0006945741733673036,0.0007278768254594032,0.9752013245607994,9166.5,160,False,False
PPP2R5A,0.3965183848517248,0.7715394574603522,2.0912738833808873,4040.5,346,True,True
AL360091.2,0.0023659243301681686,0.0024050430026781398,1.3357241364442727,8738.0,247,False,True
AL360091.3,0.04909168776555786,0.06285069649907996,1.7248202620765771,6409.0,343,False,True
AL360091.1,0.000551982765816219,0.0005556530302910977,1.066808280871329,10330.0,184,False,True
PACC1,0.11527894257789366,0.15990574692851844,2.1046191033798443,3823.0,345,False,True
AC092803.3,0.0003691477902803337,0.0003769610542388315,0.933705927330165,9874.0,167,False,True
NENF,0.19140536501412997,0.2901647568172364,1.7280525084762612,6451.0,345,False,True
LINC02771,0.0004739798007098767,0.0004886604118211364,0.9704912768049179,9143.0,157,False,False
AC092803.2,0.003591117399927661,0.004320493676258741,1.8273893070248943,4796.0,297,False,True
LINC01740,0.0013305219143616874,0.0014698532611035306,1.4978521613181324,5634.0,249,False,True
AC092803.1,0.005353388210323816,0.005516510176428171,1.4896621264856966,7254.5,294,False,True
AC092803.4,0.00017339512625549997,0.00017435881535841335,0.528558292979999,14039.0,90,False,False
ATF3,0.019358646703207163,0.05162989496912521,2.5583864238130163,3699.0,344,False,True
AL590648.2,1.5898693524859593e-05,1.5898448655296396e-05,0.07518518085829225,15842.0,14,False,False
FAM71A,3.6765728776237814e-05,3.676439532323324e-05,0.18697433837486152,11332.5,36,False,False
LINC02773,0.0006632736204902363,0.0007025807714728913,2.017398809788305,3416.0,289,False,True
BATF3,0.01752681910863975,0.020548428886497126,1.3077499505262327,11207.0,285,False,True
NSL1,0.44725161272372443,0.8886905861613267,1.339554028159962,11468.0,345,False,True
TATDN3,0.21919031928551272,0.3376809309879262,1.2790358507145716,12710.0,343,False,True
SPATA45,0.005045351023279662,0.005723415488395401,1.5228660004655021,8376.0,310,False,True
FLVCR1-DT,0.012691628940391823,0.0146291863087898,1.4873348532688722,9113.0,330,False,True
FLVCR1,0.18433591157146662,0.28992300842912294,1.0841375089618128,16829.5,292,False,True
AC104333.4,6.9556784171260725e-06,6.95563349146024e-06,0.021723729608082762,19456.0,1,False,False
VASH2,0.01934721951723617,0.025889842828788732,0.8383329358337738,17129.5,86,False,False
ANGEL2,0.2521353932740577,0.37326738787678937,1.2147296322969388,13813.0,338,False,True
RPS6KC1,1.6339002873688855,11.147419683077253,1.3821186259253173,10984.5,346,True,True
AL592402.1,0.016440242773050125,0.02704666833602267,0.7708301933794118,15686.0,52,False,False
AC096639.1,0.007932454400559634,0.012139329478744354,0.7563042267055441,14554.0,59,False,False
PROX1-AS1,0.12490758884388675,0.36239815903484385,2.7439745586810225,2277.0,346,True,True
LINC00538,0.0013583446280301917,0.0014081709814849944,1.2631224913574852,10548.5,236,False,True
PROX1,0.22695136589650747,0.5787061491787668,2.5248412686409303,2600.5,346,True,True
AC011700.1,0.0026913507132551385,0.002828190659804523,1.5581639135467886,7355.0,283,False,True
AL606537.1,0.0005897421629377606,0.000610261705569269,0.9846467133056357,11457.0,168,False,True
LINC02775,0.00950543139117543,0.01673345384215901,1.9819882152484591,4793.5,328,False,True
SMYD2,0.216562563346357,0.7387384415598555,1.2349594691080201,13927.0,295,False,True
AL929236.1,0.001746372116871296,0.0018734937853513167,0.6923072248258906,10258.0,62,False,False
PTPN14,0.24259915816417785,0.6743957162239826,1.781572810153757,6397.0,341,False,True
CENPF,0.00539959378838044,0.0075525376139457,1.7741853522451465,5701.5,284,False,True
AC099563.2,0.0007785391485454683,0.001157514908338634,1.1294429240846613,7451.0,166,False,True
KCNK2,0.17218036670336614,0.8739193394356453,1.88272872538961,5929.0,337,False,True
AL450990.1,2.4841708632593117e-06,2.484165926372957e-06,0.008537689003084067,8857.0,1,False,False
KCTD3,0.4843666159233365,0.9480068145532707,1.2566905739614271,13450.5,342,False,True
USH2A,0.05094438239537666,0.13156089223402978,1.1216242555196179,15043.0,223,False,True
AL358452.1,0.0001833318097085372,0.00018727296558091096,0.4254812757455928,14278.5,60,False,False
AC093581.1,0.00034231874495713313,0.0003918851748011148,0.38541581431160765,14204.0,35,False,False
AC138024.1,6.756944748065328e-05,6.855858425797177e-05,0.15937499387472284,11392.0,14,False,False
ESRRG,1.764017182513027,17.93271944469877,2.796020335069546,2251.0,346,True,True
GPATCH2,0.6837357358909032,3.3398859845834474,1.2956280319531353,12777.0,341,False,True
SPATA17,0.03714729742083444,0.06384847487558076,1.3422040924406156,11325.0,319,False,True
SPATA17-AS1,8.346814100551287e-05,9.439157277025009e-05,0.15854108319731294,14533.5,14,False,False
LINC00210,0.0004670241222927506,0.0005015846520519783,0.6514650691429886,12718.5,86,False,False
AL355526.1,3.974673381214898e-06,3.974659557933105e-06,0.007656158580560878,,0,False,False
LINC01653,0.00010185100539363177,0.00010680902655922548,0.27299170601515904,14029.0,33,False,False
AL355526.2,1.3911356834252145e-05,1.3911170219947929e-05,0.03716739784281588,7097.0,3,False,False
RRP15,0.14384392650033984,0.22949237063861594,1.0325527373111658,17642.5,226,False,True
TGFB2-AS1,0.000462055780566232,0.00047476020938791924,0.7903487273477146,11338.0,115,False,False
TGFB2,0.13972666171157386,0.3833485507196794,2.292671853538525,3448.5,346,True,True
TGFB2-OT1,0.0,0.0,0.0,,0,False,False
C1orf143,0.0012619587985357303,0.0014352526003824678,1.4771001028108413,7045.0,247,False,True
LINC01710,0.0008341845758824769,0.0008901282499042995,0.7831568094795027,11347.0,97,False,False
LYPLAL1-DT,0.09225465334886106,0.1792254126295801,1.7179977342651755,6034.0,346,True,True
LYPLAL1,0.5417688488948421,1.0758325791622705,1.5075982292403858,8312.5,346,True,True
AL360093.1,0.003730727802442834,0.004135145900361833,0.8239357381800303,14674.5,96,False,False
AC096642.1,0.01288539426772605,0.014016105036599776,0.9769020772268446,15923.5,164,False,True
AC096642.2,0.007789366158835897,0.008259314933579592,0.9289745078504549,16110.0,142,False,False
LYPLAL1-AS1,0.020009499469381103,0.02514485824489483,0.8749535348648095,16077.0,91,False,False
AL356364.1,0.0001634584428024627,0.00016541914301642933,0.3011657822697372,10662.0,19,False,False
ZC3H11B,0.0020558998064334065,0.0020834715046090775,1.4272153618026067,7939.0,251,False,True
SLC30A10,0.06958460688492923,0.13554351365184844,2.4039752250160396,3218.0,339,False,True
EPRS,0.3301289185311197,0.5895396919309135,1.2333418523383564,13798.0,342,False,True
BPNT1,0.07029209874678548,0.08838042108158019,1.0901350803670904,16833.0,300,False,True
IARS2,0.18067275321650444,0.2611752790297708,1.298869302916696,12311.0,345,False,True
RAB3GAP2,0.6495460922998653,1.7373211211369235,1.1706162772250681,15254.0,343,False,True
AL451081.1,4.968341726518623e-07,4.968341726518624e-07,0.0035233604993586795,15610.0,1,False,False
AC096644.3,6.9556784171260725e-06,6.95563349146024e-06,0.030848669330622202,13499.0,5,False,False
LINC02779,7.949346762429797e-06,8.9429563587859e-06,0.032287600550779824,10883.0,5,False,False
MARK1,1.1327381922390527,6.392412047954867,1.1608253088034244,15714.0,303,False,True
C1orf115,0.06150210856422873,0.08513097647578674,1.6508049334093784,5516.0,235,False,True
MARC2,0.12253868350868267,0.20198712982183248,0.9661927456919047,16943.0,158,False,False
MARC1,0.06535704490983453,0.09847232200704333,0.917323642581074,17048.0,107,False,False
RNU6ATAC35P,0.0014274045780288006,0.0014571652052186171,0.8456510090038328,10973.0,109,False,False
AL445423.1,0.00010532884460219482,0.00010531780276217322,0.31241564422047374,15722.0,47,False,False
LINC01352,0.0021343996057124007,0.002237161236826577,0.7301661936572017,13662.0,70,False,False
HLX-AS1,0.009305207219596729,0.013256895079988508,1.8501267251250626,5514.0,325,False,True
HLX,0.0015098790506890096,0.0015860999032489844,1.7610846827776834,4912.0,267,False,True
LINC02817,0.0016534641265853979,0.001805743341989763,1.7026292057603065,5371.5,280,False,True
AL360013.2,0.00042429638344469045,0.0004668443268159544,0.8319375486830698,8701.0,153,False,False
AL360013.3,0.0001922748248162707,0.00020515564562529771,0.5114989597980943,13122.0,97,False,False
AL360013.4,3.179738704971919e-05,3.179639177343003e-05,0.14524806780892593,16164.0,25,False,False
DUSP10,0.13800711864002577,0.2538398338156167,2.372343614194545,3258.5,346,True,True
LINC01655,0.0016400496039237977,0.0022902010819351175,0.8881484624986223,13134.0,133,False,False
LINC02257,0.004900275444865318,0.009790951245780392,1.123756717073187,11433.5,210,False,True
LINC02474,0.0001887969856077077,0.00019770445463999516,0.4848303947619032,13545.5,64,False,False
LINC01705,0.004731351826163685,0.008848592858878974,1.1515178910107833,11513.5,226,False,True
AL356108.1,0.033522892131339105,0.14016151585129696,1.9782778770594658,4662.0,339,False,True
AL513314.1,3.378472374032664e-05,3.477726795660732e-05,0.11114851783066661,14694.0,10,False,False
AL513314.2,0.005408039969315522,0.005502010681411258,1.5117509512882588,7889.0,303,False,True
HHIPL2,0.001201841863644855,0.0014349038821805686,0.9494779636335745,11623.0,149,False,False
TAF1A,0.054022270094954944,0.3254767233111433,1.193660617844158,13826.5,322,False,True
TAF1A-AS1,0.00433239398552424,0.004721030715021453,1.109273196463064,11025.0,187,False,True
MIA3,0.30425429165358336,0.5394235286595824,1.1694915843904465,15828.0,329,False,True
AL592148.3,0.005576466753844503,0.005880238926259568,1.242654250242279,11071.0,225,False,True
AIDA,0.14397658122443788,0.19724292394971646,1.5877541225103715,7795.5,346,True,True
BROX,0.1293463053423585,0.1657662471171297,1.3510613349017715,11382.0,344,False,True
FAM177B,0.00534096735600752,0.006124271504570929,3.1433468914327296,1773.0,336,False,True
AL392172.2,0.04367669211782522,0.11335196892790562,7.60347867836654,211.5,342,False,True
AL392172.1,0.0637204731451193,0.09025725497868338,2.144135797854691,3955.5,342,False,True
DISP1,0.24627523420762898,0.5862979403918099,2.832757199862192,2310.0,346,True,True
AL929091.1,0.002637692622608737,0.006119507800979204,2.463314117046687,2475.0,300,False,True
TLR5,0.012255408536803488,0.016182242759067947,3.3078452672016176,1445.0,345,False,True
AL359979.2,6.45884424447421e-06,6.458805736760639e-06,0.03574403222641084,14978.5,6,False,False
AL359979.1,0.0002990941719364211,0.00033676427905027613,0.9756734352753011,7268.0,157,False,False
SUSD4,0.5469756710242336,2.2998954413419983,1.1313685602755128,15596.0,269,False,True
CCDC185,1.9873366906074493e-05,1.9872981828938794e-05,0.05992511742845068,15763.5,6,False,False
CAPN8,0.0035384529776265636,0.004408312008981235,1.0045059152297795,11000.0,151,False,False
CAPN2,0.15106441753148936,0.20153803023629605,1.6144732615102748,7285.0,343,False,True
TP53BP2,0.13877075276339168,0.23163312009860298,2.532115889508498,2850.0,346,True,True
AC138393.3,0.00715242474949621,0.007359624995989901,0.8086891744343974,16372.5,68,False,False
FBXO28,0.33380598824291613,0.665745753884401,1.276934964957065,12920.5,346,True,True
DEGS1,0.10099496011415261,0.12205087658664966,1.3495043615256417,11590.0,335,False,True
AC092809.2,0.0024334937776488218,0.002578610755311333,1.835561874946986,4958.0,297,False,True
AC092809.4,0.00807554264228337,0.008752602855851917,1.0838723248323672,14271.0,206,False,True
NVL,0.28653917239350857,0.4983648002296704,1.3139822483945935,11732.5,346,True,True
CNIH4,0.0896924795204954,0.11504498888168652,1.1689890896063644,14969.0,331,False,True
WDR26,0.47771649052239135,0.9401332223316772,1.1975683408010194,14413.0,345,False,True
CNIH3,0.44058211079004583,1.3966671534147574,1.2686682898735628,12886.5,340,False,True
AC096537.1,0.0034261684546072427,0.0036817284384226727,1.1369423270255261,8701.0,173,False,True
AL596330.2,0.006786257964251787,0.007834237407589905,0.5720057480241674,13907.0,31,False,False
